inventory_id,date_key,product_id,facility_id,stock_level,safety_stock_level,reorder_point
724,486,2,4,103,100,168
725,486,2,5,222,100,168
726,486,2,6,102,100,168
727,486,3,4,276,134,183
728,486,3,5,269,134,183
729,486,3,6,163,134,183
730,486,4,4,296,132,238
731,486,4,5,132,132,238
732,486,4,6,288,132,238
733,486,5,4,179,140,182
734,486,5,5,249,140,182
735,486,5,6,118,140,182
736,486,6,4,85,63,104
737,486,6,5,105,63,104
738,486,6,6,182,63,104
739,486,7,4,63,52,87
740,486,7,5,123,52,87
741,486,7,6,84,52,87
742,486,8,4,166,54,112
743,486,8,5,149,54,112
744,486,8,6,124,54,112
745,486,9,4,136,50,111
746,486,9,5,91,50,111
747,486,9,6,121,50,111
748,486,10,4,49,38,67
749,486,10,5,69,38,67
750,486,10,6,75,38,67
751,486,11,4,45,21,36
752,486,11,5,43,21,36
753,486,11,6,24,21,36
754,486,12,4,23,8,16
755,486,12,5,14,8,16
756,486,12,6,13,8,16
757,486,13,4,51,19,39
758,486,13,5,52,19,39
759,486,13,6,45,19,39
760,486,14,4,28,16,30
761,486,14,5,31,16,30
762,486,14,6,31,16,30
763,486,15,4,176,174,234
764,486,15,5,413,174,234
765,486,15,6,180,174,234
766,486,16,4,364,138,291
767,486,16,5,355,138,291
768,486,16,6,334,138,291
769,517,1,4,147,78,101
770,517,1,5,82,78,101
771,517,1,6,107,78,101
772,517,2,4,111,54,80
773,517,2,5,108,54,80
774,517,2,6,59,54,80
775,517,3,4,39,32,64
776,517,3,5,47,32,64
777,517,3,6,65,32,64
778,517,4,4,94,102,128
779,517,4,5,124,102,128
780,517,4,6,187,102,128
781,517,5,4,106,76,138
782,517,5,5,156,76,138
783,517,5,6,91,76,138
784,517,6,4,57,41,89
785,517,6,5,77,41,89
786,517,6,6,86,41,89
787,517,7,4,73,57,74
788,517,7,5,65,57,74
789,517,7,6,78,57,74
790,517,8,4,59,25,41
791,517,8,5,39,25,41
792,517,8,6,42,25,41
793,517,9,4,113,63,99
794,517,9,5,100,63,99
795,517,9,6,103,63,99
796,517,10,4,55,24,47
797,517,10,5,38,24,47
798,517,10,6,32,24,47
799,517,11,4,23,8,13
800,517,11,5,19,8,13
801,517,11,6,20,8,13
802,517,12,4,28,15,24
803,517,12,5,28,15,24
804,517,12,6,20,15,24
805,517,13,4,31,27,33
806,517,13,5,24,27,33
807,517,13,6,51,27,33
808,517,14,4,33,18,34
809,517,14,5,31,18,34
810,517,14,6,33,18,34
811,517,15,4,393,243,297
812,517,15,5,325,243,297
813,517,15,6,235,243,297
814,517,16,4,286,200,275
815,517,16,5,465,200,275
816,517,16,6,373,200,275
817,547,1,4,99,42,92
818,547,1,5,106,42,92
819,547,1,6,111,42,92
820,547,2,4,96,65,86
821,547,2,5,84,65,86
822,547,2,6,104,65,86
823,547,3,4,178,83,176
824,547,3,5,123,83,176
825,547,3,6,238,83,176
826,547,4,4,124,80,145
827,547,4,5,80,80,145
828,547,4,6,189,80,145
829,547,5,4,216,99,205
830,547,5,5,153,99,205
831,547,5,6,183,99,205
832,547,6,4,139,82,106
833,547,6,5,91,82,106
834,547,6,6,166,82,106
835,547,7,4,85,43,75
836,547,7,5,118,43,75
837,547,7,6,126,43,75
838,547,8,4,67,62,96
839,547,8,5,97,62,96
840,547,8,6,126,62,96
841,547,9,4,52,47,78
842,547,9,5,81,47,78
843,547,9,6,72,47,78
844,547,10,4,32,13,31
845,547,10,5,40,13,31
846,547,10,6,40,13,31
847,547,11,4,89,36,78
848,547,11,5,76,36,78
849,547,11,6,40,36,78
850,547,12,4,44,30,44
851,547,12,5,79,30,44
852,547,12,6,72,30,44
853,547,13,4,43,15,35
854,547,13,5,37,15,35
855,547,13,6,35,15,35
856,547,14,4,36,29,58
857,547,14,5,82,29,58
858,547,14,6,35,29,58
859,547,15,4,144,150,258
860,547,15,5,297,150,258
861,547,15,6,208,150,258
862,547,16,4,153,144,194
863,547,16,5,177,144,194
864,547,16,6,183,144,194
865,578,1,4,192,84,169
866,578,1,5,119,84,169
867,578,1,6,138,84,169
868,578,2,4,189,88,131
869,578,2,5,158,88,131
870,578,2,6,102,88,131
871,578,3,4,187,169,262
872,578,3,5,183,169,262
873,578,3,6,332,169,262
874,578,4,4,151,86,179
875,578,4,5,217,86,179
876,578,4,6,119,86,179
877,578,5,4,256,136,244
878,578,5,5,278,136,244
879,578,5,6,176,136,244
880,578,6,4,248,119,204
881,578,6,5,304,119,204
882,578,6,6,270,119,204
883,578,7,4,59,54,69
884,578,7,5,49,54,69
885,578,7,6,73,54,69
886,578,8,4,107,41,73
887,578,8,5,91,41,73
888,578,8,6,89,41,73
889,578,9,4,87,38,60
890,578,9,5,61,38,60
891,578,9,6,42,38,60
892,578,10,4,87,39,54
893,578,10,5,46,39,54
894,578,10,6,67,39,54
895,578,11,4,48,19,34
896,578,11,5,56,19,34
897,578,11,6,62,19,34
898,578,12,4,19,12,29
899,578,12,5,34,12,29
900,578,12,6,29,12,29
901,578,13,4,26,22,34
902,578,13,5,45,22,34
903,578,13,6,42,22,34
904,578,14,4,19,12,20
905,578,14,5,27,12,20
906,578,14,6,20,12,20
907,578,15,4,220,85,170
908,578,15,5,165,85,170
909,578,15,6,145,85,170
910,578,16,4,240,154,342
911,578,16,5,270,154,342
912,578,16,6,465,154,342
913,609,1,4,127,80,111
914,609,1,5,213,80,111
915,609,1,6,183,80,111
916,609,2,4,116,86,165
917,609,2,5,218,86,165
918,609,2,6,230,86,165
919,609,3,4,209,119,156
920,609,3,5,116,119,156
921,609,3,6,221,119,156
922,609,4,4,84,46,88
923,609,4,5,112,46,88
924,609,4,6,86,46,88
925,609,5,4,157,59,150
926,609,5,5,141,59,150
927,609,5,6,142,59,150
928,609,6,4,88,51,81
929,609,6,5,59,51,81
930,609,6,6,118,51,81
931,609,7,4,95,36,80
932,609,7,5,62,36,80
933,609,7,6,93,36,80
934,609,8,4,68,33,47
935,609,8,5,34,33,47
936,609,8,6,34,33,47
937,609,9,4,30,24,32
938,609,9,5,45,24,32
939,609,9,6,50,24,32
940,609,10,4,50,17,28
941,609,10,5,39,17,28
942,609,10,6,56,17,28
943,609,11,4,28,20,27
944,609,11,5,52,20,27
945,609,11,6,32,20,27
946,609,12,4,42,44,57
947,609,12,5,61,44,57
948,609,12,6,55,44,57
949,609,13,4,32,17,28
950,609,13,5,43,17,28
951,609,13,6,36,17,28
952,609,14,4,97,38,62
953,609,14,5,61,38,62
954,609,14,6,56,38,62
955,609,15,4,282,130,251
956,609,15,5,266,130,251
957,609,15,6,307,130,251
958,609,16,4,171,125,220
959,609,16,5,230,125,220
960,609,16,6,392,125,220
961,639,1,4,178,69,156
962,639,1,5,89,69,156
963,639,1,6,146,69,156
964,639,2,4,168,70,138
965,639,2,5,174,70,138
966,639,2,6,155,70,138
967,639,3,4,243,130,207
968,639,3,5,190,130,207
969,639,3,6,263,130,207
970,639,4,4,158,61,113
971,639,4,5,92,61,113
972,639,4,6,132,61,113
973,639,5,4,56,27,46
974,639,5,5,62,27,46
975,639,5,6,46,27,46
976,639,6,4,206,120,140
977,639,6,5,169,120,140
978,639,6,6,222,120,140
979,639,7,4,65,46,52
980,639,7,5,97,46,52
981,639,7,6,44,46,52
982,639,8,4,91,46,95
983,639,8,5,72,46,95
984,639,8,6,69,46,95
985,639,9,4,143,57,149
986,639,9,5,131,57,149
987,639,9,6,179,57,149
988,639,10,4,30,17,30
989,639,10,5,25,17,30
990,639,10,6,37,17,30
991,639,11,4,65,37,53
992,639,11,5,48,37,53
993,639,11,6,60,37,53
994,639,12,4,27,14,18
