sales_id,date_key,product_id,customer_id,quantity_sold,unit_price,discount_pct,discount_amount,gross_revenue,net_revenue,total_cost,profit,profit_margin_pct,order_number
18,49,4,2,41,699.99,0,0.0,28699.59,28699.59,20089.59,8610.0,30.0,ORD-202302-930555
19,697,14,5,3,1299.99,10,390.0,3899.97,3509.97,2534.97,975.0,27.78,ORD-202411-500156
20,611,15,5,33,429.99,10,1418.97,14189.67,12770.7,9932.67,2838.03,22.22,ORD-202409-112038
21,697,4,5,35,699.99,25,6124.91,24499.65,18374.74,17149.65,1225.09,6.67,ORD-202411-772097
22,349,4,3,56,699.99,0,0.0,39199.44,39199.44,27439.44,11760.0,30.0,ORD-202312-575763
23,4,9,5,25,219.99,0,0.0,5499.75,5499.75,3849.75,1650.0,30.0,ORD-202301-632342
24,109,10,5,10,3299.99,0,0.0,32999.9,32999.9,21449.9,11550.0,35.0,ORD-202304-260263
25,383,6,5,50,999.99,15,7499.93,49999.5,42499.57,34999.5,7500.07,17.65,ORD-202401-100599
26,614,11,4,1,2299.99,0,0.0,2299.99,2299.99,1494.99,805.0,35.0,ORD-202409-480612
27,315,8,1,16,899.99,15,2159.98,14399.84,12239.86,10079.84,2160.02,17.65,ORD-202311-182582
28,88,16,1,69,229.99,0,0.0,15869.31,15869.31,11108.31,4761.0,30.0,ORD-202303-234628
29,676,16,5,22,229.99,5,252.99,5059.78,4806.79,3541.78,1265.01,26.32,ORD-202411-653306
30,622,14,2,9,1299.99,0,0.0,11699.91,11699.91,7604.91,4095.0,35.0,ORD-202409-847581
31,320,13,3,15,3299.99,15,7424.98,49499.85,42074.87,32174.85,9900.02,23.53,ORD-202311-573417
32,124,8,2,3,899.99,0,0.0,2699.97,2699.97,1889.97,810.0,30.0,ORD-202305-122056
33,603,8,5,8,899.99,0,0.0,7199.92,7199.92,5039.92,2160.0,30.0,ORD-202408-174441
34,725,2,2,9,1199.99,0,0.0,10799.91,10799.91,7559.91,3240.0,30.0,ORD-202412-446479
35,73,8,3,22,899.99,5,989.99,19799.78,18809.79,13859.78,4950.01,26.32,ORD-202303-324643
36,553,5,5,37,1919.99,5,3551.98,71039.63,67487.65,49727.63,17760.02,26.32,ORD-202407-354801
37,485,14,2,2,1299.99,0,0.0,2599.98,2599.98,1689.98,910.0,35.0,ORD-202404-790993
38,442,12,4,7,649.99,5,227.5,4549.93,4322.43,2957.43,1365.0,31.58,ORD-202403-864491
39,56,4,1,26,699.99,0,0.0,18199.74,18199.74,12739.74,5460.0,30.0,ORD-202302-939482
40,112,8,2,7,899.99,10,629.99,6299.93,5669.94,4409.93,1260.01,22.22,ORD-202304-570405
41,144,14,2,5,1299.99,5,325.0,6499.95,6174.95,4224.95,1950.0,31.58,ORD-202305-361941
42,78,15,5,13,429.99,0,0.0,5589.87,5589.87,3912.87,1677.0,30.0,ORD-202303-783823
43,554,1,1,49,1299.99,0,0.0,63699.51,63699.51,44099.51,19600.0,30.77,ORD-202407-274389
44,417,16,4,28,229.99,5,321.99,6439.72,6117.73,4507.72,1610.01,26.32,ORD-202402-161483
45,169,13,1,7,3299.99,0,0.0,23099.93,23099.93,15014.93,8085.0,35.0,ORD-202306-922157
46,466,10,4,12,3299.99,10,3959.99,39599.88,35639.89,25739.88,9900.01,27.78,ORD-202404-794022
47,499,5,2,19,1919.99,0,0.0,36479.81,36479.81,25535.81,10944.0,30.0,ORD-202405-161324
48,594,2,3,4,1199.99,0,0.0,4799.96,4799.96,3359.96,1440.0,30.0,ORD-202408-712554
49,489,6,1,33,999.99,0,0.0,32999.67,32999.67,23099.67,9900.0,30.0,ORD-202405-992697
50,191,3,5,5,849.99,0,0.0,4249.95,4249.95,2974.95,1275.0,30.0,ORD-202307-523389
51,123,8,5,20,899.99,0,0.0,17999.8,17999.8,12599.8,5400.0,30.0,ORD-202305-749468
52,84,14,5,10,1299.99,10,1299.99,12999.9,11699.91,8449.9,3250.01,27.78,ORD-202303-431737
53,268,7,3,8,1319.99,0,0.0,10559.92,10559.92,7391.92,3168.0,30.0,ORD-202309-515011
54,135,10,4,6,3299.99,0,0.0,19799.94,19799.94,12869.94,6930.0,35.0,ORD-202305-109767
55,470,4,1,35,699.99,0,0.0,24499.65,24499.65,17149.65,7350.0,30.0,ORD-202404-630458
56,272,5,3,5,1919.99,0,0.0,9599.95,9599.95,6719.95,2880.0,30.0,ORD-202309-487477
57,292,6,4,70,999.99,0,0.0,69999.3,69999.3,48999.3,21000.0,30.0,ORD-202310-741390
58,670,1,5,39,1299.99,0,0.0,50699.61,50699.61,35099.61,15600.0,30.77,ORD-202410-240814
59,271,4,1,48,699.99,10,3359.95,33599.52,30239.57,23519.52,6720.05,22.22,ORD-202309-262998
60,279,10,5,7,3299.99,0,0.0,23099.93,23099.93,15014.93,8085.0,35.0,ORD-202310-313487
61,704,9,5,32,219.99,5,351.98,7039.68,6687.7,4927.68,1760.02,26.32,ORD-202412-987204
62,53,3,4,18,849.99,0,0.0,15299.82,15299.82,10709.82,4590.0,30.0,ORD-202302-103717
63,342,5,3,21,1919.99,20,8063.96,40319.79,32255.83,28223.79,4032.04,12.5,ORD-202312-563298
64,565,14,5,1,1299.99,0,0.0,1299.99,1299.99,844.99,455.0,35.0,ORD-202407-178898
65,708,5,5,5,1919.99,25,2399.99,9599.95,7199.96,6719.95,480.01,6.67,ORD-202412-487151
66,597,5,4,9,1919.99,0,0.0,17279.91,17279.91,12095.91,5184.0,30.0,ORD-202408-423232
67,374,2,3,14,1199.99,20,3359.97,16799.86,13439.89,11759.86,1680.03,12.5,ORD-202401-361650
68,683,4,3,53,699.99,15,5564.92,37099.47,31534.55,25969.47,5565.08,17.65,ORD-202411-885884
69,159,8,2,26,899.99,0,0.0,23399.74,23399.74,16379.74,7020.0,30.0,ORD-202306-532322
70,26,6,3,27,999.99,25,6749.93,26999.73,20249.8,18899.73,1350.07,6.67,ORD-202301-802448
71,255,9,2,26,219.99,0,0.0,5719.74,5719.74,4003.74,1716.0,30.0,ORD-202309-501124
72,40,16,2,26,229.99,5,298.99,5979.74,5680.75,4185.74,1495.01,26.32,ORD-202302-466643
73,313,8,2,2,899.99,20,360.0,1799.98,1439.98,1259.98,180.0,12.5,ORD-202311-302511
74,409,11,3,14,2299.99,0,0.0,32199.86,32199.86,20929.86,11270.0,35.0,ORD-202402-910891
75,286,12,5,13,649.99,10,844.99,8449.87,7604.88,5492.37,2112.51,27.78,ORD-202310-447235
76,29,4,3,12,699.99,15,1259.98,8399.88,7139.9,5879.88,1260.02,17.65,ORD-202301-378361
77,40,4,5,28,699.99,0,0.0,19599.72,19599.72,13719.72,5880.0,30.0,ORD-202302-863934
78,322,14,5,4,1299.99,10,520.0,5199.96,4679.96,3379.96,1300.0,27.78,ORD-202311-704596
79,195,9,1,23,219.99,5,252.99,5059.77,4806.78,3541.77,1265.01,26.32,ORD-202307-101773
80,533,7,3,14,1319.99,0,0.0,18479.86,18479.86,12935.86,5544.0,30.0,ORD-202406-796503
81,339,11,1,10,2299.99,15,3449.99,22999.9,19549.91,14949.9,4600.01,23.53,ORD-202312-424308
82,683,14,3,13,1299.99,20,3379.97,16899.87,13519.9,10984.87,2535.03,18.75,ORD-202411-410016
83,568,5,2,27,1919.99,5,2591.99,51839.73,49247.74,36287.73,12960.01,26.32,ORD-202407-810219
84,179,10,4,9,3299.99,0,0.0,29699.91,29699.91,19304.91,10395.0,35.0,ORD-202306-418635
85,294,7,4,38,1319.99,10,5015.96,50159.62,45143.66,35111.62,10032.04,22.22,ORD-202310-786508
86,330,15,4,57,429.99,20,4901.89,24509.43,19607.54,17156.43,2451.11,12.5,ORD-202311-324082
87,524,16,2,11,229.99,0,0.0,2529.89,2529.89,1770.89,759.0,30.0,ORD-202406-640490
88,680,11,1,8,2299.99,20,3679.98,18399.92,14719.94,11959.92,2760.02,18.75,ORD-202411-425498
89,231,7,2,1,1319.99,0,0.0,1319.99,1319.99,923.99,396.0,30.0,ORD-202308-356736
90,487,3,4,27,849.99,10,2294.97,22949.73,20654.76,16064.73,4590.03,22.22,ORD-202405-303880
91,714,13,4,13,3299.99,0,0.0,42899.87,42899.87,27884.87,15015.0,35.0,ORD-202412-254739
92,672,1,1,55,1299.99,0,0.0,71499.45,71499.45,49499.45,22000.0,30.77,ORD-202411-284430
93,713,15,1,72,429.99,0,0.0,30959.28,30959.28,21671.28,9288.0,30.0,ORD-202412-989545
94,125,15,2,60,429.99,10,2579.94,25799.4,23219.46,18059.4,5160.06,22.22,ORD-202305-686075
95,610,11,4,10,2299.99,10,2299.99,22999.9,20699.91,14949.9,5750.01,27.78,ORD-202409-547470
96,562,15,2,61,429.99,5,1311.47,26229.39,24917.92,18360.39,6557.53,26.32,ORD-202407-371782
97,254,9,5,16,219.99,0,0.0,3519.84,3519.84,2463.84,1056.0,30.0,ORD-202309-387936
98,451,3,3,16,849.99,0,0.0,13599.84,13599.84,9519.84,4080.0,30.0,ORD-202403-452161
99,328,3,2,20,849.99,0,0.0,16999.8,16999.8,11899.8,5100.0,30.0,ORD-202311-501641
100,711,5,2,9,1919.99,10,1727.99,17279.91,15551.92,12095.91,3456.01,22.22,ORD-202412-527398
101,339,15,4,8,429.99,0,0.0,3439.92,3439.92,2407.92,1032.0,30.0,ORD-202312-973349
102,431,13,5,12,3299.99,0,0.0,39599.88,39599.88,25739.88,13860.0,35.0,ORD-202403-998348
103,590,13,4,1,3299.99,0,0.0,3299.99,3299.99,2144.99,1155.0,35.0,ORD-202408-413118
104,400,14,5,12,1299.99,10,1559.99,15599.88,14039.89,10139.88,3900.01,27.78,ORD-202402-938722
105,618,8,4,8,899.99,0,0.0,7199.92,7199.92,5039.92,2160.0,30.0,ORD-202409-557007
106,498,1,4,22,1299.99,5,1429.99,28599.78,27169.79,19799.78,7370.01,27.13,ORD-202405-859359
107,170,15,2,80,429.99,10,3439.92,34399.2,30959.28,24079.2,6880.08,22.22,ORD-202306-128276
108,404,1,1,42,1299.99,5,2729.98,54599.58,51869.6,37799.58,14070.02,27.13,ORD-202402-242291
109,473,6,1,17,999.99,5,849.99,16999.83,16149.84,11899.83,4250.01,26.32,ORD-202404-443254
110,217,15,3,44,429.99,5,945.98,18919.56,17973.58,13243.56,4730.02,26.32,ORD-202308-391773
111,432,9,1,16,219.99,0,0.0,3519.84,3519.84,2463.84,1056.0,30.0,ORD-202403-885408
112,553,2,3,15,1199.99,0,0.0,17999.85,17999.85,12599.85,5400.0,30.0,ORD-202407-919182
113,668,2,1,32,1199.99,0,0.0,38399.68,38399.68,26879.68,11520.0,30.0,ORD-202410-979995
114,21,5,2,9,1919.99,10,1727.99,17279.91,15551.92,12095.91,3456.01,22.22,ORD-202301-801978
115,118,7,4,23,1319.99,0,0.0,30359.77,30359.77,21251.77,9108.0,30.0,ORD-202304-904150
116,378,6,5,39,999.99,20,7799.92,38999.61,31199.69,27299.61,3900.08,12.5,ORD-202401-853252
117,118,6,3,7,999.99,10,699.99,6999.93,6299.94,4899.93,1400.01,22.22,ORD-202304-126925
118,320,13,4,7,3299.99,0,0.0,23099.93,23099.93,15014.93,8085.0,35.0,ORD-202311-720859
119,708,8,1,20,899.99,25,4499.95,17999.8,13499.85,12599.8,900.05,6.67,ORD-202412-817497
120,615,4,5,3,699.99,0,0.0,2099.97,2099.97,1469.97,630.0,30.0,ORD-202409-658623
121,439,12,1,9,649.99,0,0.0,5849.91,5849.91,3802.41,2047.5,35.0,ORD-202403-113266
122,431,16,1,56,229.99,0,0.0,12879.44,12879.44,9015.44,3864.0,30.0,ORD-202403-766459
123,471,5,4,12,1919.99,10,2303.99,23039.88,20735.89,16127.88,4608.01,22.22,ORD-202404-782054
124,277,16,4,56,229.99,10,1287.94,12879.44,11591.5,9015.44,2576.06,22.22,ORD-202310-381433
125,331,8,1,18,899.99,10,1619.98,16199.82,14579.84,11339.82,3240.02,22.22,ORD-202311-355709
126,476,13,3,1,3299.99,5,165.0,3299.99,3134.99,2144.99,990.0,31.58,ORD-202404-992288
127,333,6,4,28,999.99,5,1399.99,27999.72,26599.73,19599.72,7000.01,26.32,ORD-202311-936587
128,265,11,3,15,2299.99,10,3449.99,34499.85,31049.86,22424.85,8625.01,27.78,ORD-202309-835244
129,283,1,5,25,1299.99,0,0.0,32499.75,32499.75,22499.75,10000.0,30.77,ORD-202310-353080
130,417,16,5,31,229.99,5,356.48,7129.69,6773.21,4990.69,1782.52,26.32,ORD-202402-777278
131,729,16,4,102,229.99,0,0.0,23458.98,23458.98,16420.98,7038.0,30.0,ORD-202412-197573
132,302,8,4,16,899.99,0,0.0,14399.84,14399.84,10079.84,4320.0,30.0,ORD-202310-796212
133,596,12,4,9,649.99,10,584.99,5849.91,5264.92,3802.41,1462.51,27.78,ORD-202408-460455
134,436,11,3,12,2299.99,5,1379.99,27599.88,26219.89,17939.88,8280.01,31.58,ORD-202403-384076
135,314,9,2,8,219.99,20,351.98,1759.92,1407.94,1231.92,176.02,12.5,ORD-202311-301939
136,324,4,5,24,699.99,0,0.0,16799.76,16799.76,11759.76,5040.0,30.0,ORD-202311-326895
137,496,9,5,25,219.99,10,549.98,5499.75,4949.77,3849.75,1100.02,22.22,ORD-202405-725780
138,290,4,2,38,699.99,0,0.0,26599.62,26599.62,18619.62,7980.0,30.0,ORD-202310-478411
139,184,10,1,12,3299.99,10,3959.99,39599.88,35639.89,25739.88,9900.01,27.78,ORD-202307-232731
140,281,2,1,38,1199.99,0,0.0,45599.62,45599.62,31919.62,13680.0,30.0,ORD-202310-768854
141,503,4,1,37,699.99,0,0.0,25899.63,25899.63,18129.63,7770.0,30.0,ORD-202405-592198
142,491,15,3,24,429.99,0,0.0,10319.76,10319.76,7223.76,3096.0,30.0,ORD-202405-364742
143,490,4,1,26,699.99,5,909.99,18199.74,17289.75,12739.74,4550.01,26.32,ORD-202405-177680
144,591,2,2,10,1199.99,10,1199.99,11999.9,10799.91,8399.9,2400.01,22.22,ORD-202408-418594
145,88,8,1,18,899.99,5,809.99,16199.82,15389.83,11339.82,4050.01,26.32,ORD-202303-735770
146,611,8,5,13,899.99,5,584.99,11699.87,11114.88,8189.87,2925.01,26.32,ORD-202409-564226
147,305,14,3,2,1299.99,15,390.0,2599.98,2209.98,1689.98,520.0,23.53,ORD-202311-876039
148,102,7,2,9,1319.99,0,0.0,11879.91,11879.91,8315.91,3564.0,30.0,ORD-202304-264686
149,246,6,5,5,999.99,0,0.0,4999.95,4999.95,3499.95,1500.0,30.0,ORD-202309-102805
150,419,15,5,61,429.99,0,0.0,26229.39,26229.39,18360.39,7869.0,30.0,ORD-202402-134225
151,238,10,3,12,3299.99,5,1979.99,39599.88,37619.89,25739.88,11880.01,31.58,ORD-202308-174637
152,704,8,3,41,899.99,15,5534.94,36899.59,31364.65,25829.59,5535.06,17.65,ORD-202412-793300
153,203,14,1,9,1299.99,0,0.0,11699.91,11699.91,7604.91,4095.0,35.0,ORD-202307-779094
154,153,9,2,3,219.99,0,0.0,659.97,659.97,461.97,198.0,30.0,ORD-202306-273982
155,315,10,4,4,3299.99,10,1320.0,13199.96,11879.96,8579.96,3300.0,27.78,ORD-202311-822131
156,312,13,3,16,3299.99,10,5279.98,52799.84,47519.86,34319.84,13200.02,27.78,ORD-202311-184349
157,613,2,4,48,1199.99,0,0.0,57599.52,57599.52,40319.52,17280.0,30.0,ORD-202409-733039
158,257,1,1,15,1299.99,10,1949.98,19499.85,17549.87,13499.85,4050.02,23.08,ORD-202309-715643
159,22,9,5,2,219.99,25,110.0,439.98,329.98,307.98,22.0,6.67,ORD-202301-893005
160,180,16,5,57,229.99,0,0.0,13109.43,13109.43,9176.43,3933.0,30.0,ORD-202306-290305
161,600,14,4,2,1299.99,5,130.0,2599.98,2469.98,1689.98,780.0,31.58,ORD-202408-464863
162,419,11,3,11,2299.99,0,0.0,25299.89,25299.89,16444.89,8855.0,35.0,ORD-202402-999398
163,165,11,4,12,2299.99,5,1379.99,27599.88,26219.89,17939.88,8280.01,31.58,ORD-202306-402218
164,679,13,5,2,3299.99,10,660.0,6599.98,5939.98,4289.98,1650.0,27.78,ORD-202411-192337
165,323,9,3,8,219.99,25,439.98,1759.92,1319.94,1231.92,88.02,6.67,ORD-202311-523808
166,527,1,5,30,1299.99,5,1949.98,38999.7,37049.72,26999.7,10050.02,27.13,ORD-202406-156837
167,193,12,5,13,649.99,5,422.49,8449.87,8027.38,5492.37,2535.01,31.58,ORD-202307-755788
168,453,2,2,18,1199.99,10,2159.98,21599.82,19439.84,15119.82,4320.02,22.22,ORD-202403-237377
169,295,15,4,16,429.99,0,0.0,6879.84,6879.84,4815.84,2064.0,30.0,ORD-202310-760626
170,624,8,2,10,899.99,10,899.99,8999.9,8099.91,6299.9,1800.01,22.22,ORD-202409-114338
171,566,14,1,4,1299.99,0,0.0,5199.96,5199.96,3379.96,1820.0,35.0,ORD-202407-583863
172,121,5,4,46,1919.99,0,0.0,88319.54,88319.54,61823.54,26496.0,30.0,ORD-202305-633590
173,723,9,4,31,219.99,10,681.97,6819.69,6137.72,4773.69,1364.03,22.22,ORD-202412-355570
174,468,5,4,13,1919.99,10,2495.99,24959.87,22463.88,17471.87,4992.01,22.22,ORD-202404-632929
175,140,3,3,50,849.99,5,2124.97,42499.5,40374.53,29749.5,10625.03,26.32,ORD-202305-456385
176,520,9,1,10,219.99,0,0.0,2199.9,2199.9,1539.9,660.0,30.0,ORD-202406-978157
177,602,16,2,58,229.99,10,1333.94,13339.42,12005.48,9337.42,2668.06,22.22,ORD-202408-607868
178,354,11,5,18,2299.99,10,4139.98,41399.82,37259.84,26909.82,10350.02,27.78,ORD-202312-577463
179,330,7,2,37,1319.99,10,4883.96,48839.63,43955.67,34187.63,9768.04,22.22,ORD-202311-344907
180,421,2,3,48,1199.99,5,2879.98,57599.52,54719.54,40319.52,14400.02,26.32,ORD-202402-839485
181,391,13,2,8,3299.99,0,0.0,26399.92,26399.92,17159.92,9240.0,35.0,ORD-202401-232378
182,515,11,1,14,2299.99,5,1609.99,32199.86,30589.87,20929.86,9660.01,31.58,ORD-202405-204555
183,539,15,1,19,429.99,5,408.49,8169.81,7761.32,5718.81,2042.51,26.32,ORD-202406-786587
184,159,3,4,17,849.99,0,0.0,14449.83,14449.83,10114.83,4335.0,30.0,ORD-202306-753534
185,710,13,1,11,3299.99,25,9074.97,36299.89,27224.92,23594.89,3630.03,13.33,ORD-202412-807115
186,547,13,3,11,3299.99,5,1814.99,36299.89,34484.9,23594.89,10890.01,31.58,ORD-202406-667296
187,37,3,2,41,849.99,0,0.0,34849.59,34849.59,24394.59,10455.0,30.0,ORD-202302-338536
188,93,14,1,11,1299.99,0,0.0,14299.89,14299.89,9294.89,5005.0,35.0,ORD-202304-565230
189,171,10,1,1,3299.99,0,0.0,3299.99,3299.99,2144.99,1155.0,35.0,ORD-202306-934816
190,58,10,3,6,3299.99,5,990.0,19799.94,18809.94,12869.94,5940.0,31.58,ORD-202302-252640
191,251,14,5,11,1299.99,0,0.0,14299.89,14299.89,9294.89,5005.0,35.0,ORD-202309-278240
192,180,3,5,25,849.99,10,2124.97,21249.75,19124.78,14874.75,4250.03,22.22,ORD-202306-816318
193,247,16,5,19,229.99,0,0.0,4369.81,4369.81,3058.81,1311.0,30.0,ORD-202309-583550
194,654,9,4,17,219.99,0,0.0,3739.83,3739.83,2617.83,1122.0,30.0,ORD-202410-943718
195,477,10,5,3,3299.99,0,0.0,9899.97,9899.97,6434.97,3465.0,35.0,ORD-202404-563187
196,354,10,4,9,3299.99,10,2969.99,29699.91,26729.92,19304.91,7425.01,27.78,ORD-202312-986365
197,310,7,4,31,1319.99,0,0.0,40919.69,40919.69,28643.69,12276.0,30.0,ORD-202311-348728
198,391,12,5,5,649.99,20,649.99,3249.95,2599.96,2112.45,487.51,18.75,ORD-202401-409571
199,23,13,3,1,3299.99,15,495.0,3299.99,2804.99,2144.99,660.0,23.53,ORD-202301-819112
200,51,16,3,30,229.99,10,689.97,6899.7,6209.73,4829.7,1380.03,22.22,ORD-202302-940886
201,361,8,2,40,899.99,5,1799.98,35999.6,34199.62,25199.6,9000.02,26.32,ORD-202312-810687
202,676,5,1,6,1919.99,5,576.0,11519.94,10943.94,8063.94,2880.0,26.32,ORD-202411-926918
203,452,2,5,24,1199.99,0,0.0,28799.76,28799.76,20159.76,8640.0,30.0,ORD-202403-194511
204,303,11,4,6,2299.99,0,0.0,13799.94,13799.94,8969.94,4830.0,35.0,ORD-202310-238579
205,553,12,5,9,649.99,0,0.0,5849.91,5849.91,3802.41,2047.5,35.0,ORD-202407-970813
206,169,9,4,26,219.99,0,0.0,5719.74,5719.74,4003.74,1716.0,30.0,ORD-202306-882824
207,347,4,4,10,699.99,0,0.0,6999.9,6999.9,4899.9,2100.0,30.0,ORD-202312-890785
208,232,13,5,6,3299.99,0,0.0,19799.94,19799.94,12869.94,6930.0,35.0,ORD-202308-929090
209,405,1,3,35,1299.99,0,0.0,45499.65,45499.65,31499.65,14000.0,30.77,ORD-202402-576877
210,378,9,5,13,219.99,25,714.97,2859.87,2144.9,2001.87,143.03,6.67,ORD-202401-769567
211,381,4,2,31,699.99,0,0.0,21699.69,21699.69,15189.69,6510.0,30.0,ORD-202401-749641
212,575,11,5,4,2299.99,0,0.0,9199.96,9199.96,5979.96,3220.0,35.0,ORD-202407-766269
213,476,10,4,2,3299.99,0,0.0,6599.98,6599.98,4289.98,2310.0,35.0,ORD-202404-147549
214,39,10,4,2,3299.99,0,0.0,6599.98,6599.98,4289.98,2310.0,35.0,ORD-202302-346205
215,551,5,4,30,1919.99,0,0.0,57599.7,57599.7,40319.7,17280.0,30.0,ORD-202407-803055
216,714,14,5,5,1299.99,10,650.0,6499.95,5849.95,4224.95,1625.0,27.78,ORD-202412-786735
217,102,16,5,53,229.99,0,0.0,12189.47,12189.47,8532.47,3657.0,30.0,ORD-202304-134305
218,707,12,2,15,649.99,10,974.99,9749.85,8774.86,6337.35,2437.51,27.78,ORD-202412-347582
219,372,4,3,35,699.99,20,4899.93,24499.65,19599.72,17149.65,2450.07,12.5,ORD-202401-476096
220,63,13,3,4,3299.99,0,0.0,13199.96,13199.96,8579.96,4620.0,35.0,ORD-202303-989227
221,466,3,2,42,849.99,10,3569.96,35699.58,32129.62,24989.58,7140.04,22.22,ORD-202404-122394
222,52,11,2,3,2299.99,10,690.0,6899.97,6209.97,4484.97,1725.0,27.78,ORD-202302-315173
223,71,7,5,7,1319.99,0,0.0,9239.93,9239.93,6467.93,2772.0,30.0,ORD-202303-444519
224,152,1,3,10,1299.99,0,0.0,12999.9,12999.9,8999.9,4000.0,30.77,ORD-202306-666456
225,257,6,1,43,999.99,0,0.0,42999.57,42999.57,30099.57,12900.0,30.0,ORD-202309-238205
226,16,12,2,10,649.99,5,325.0,6499.9,6174.9,4224.9,1950.0,31.58,ORD-202301-116547
227,179,9,1,5,219.99,5,55.0,1099.95,1044.95,769.95,275.0,26.32,ORD-202306-651640
228,117,3,4,29,849.99,0,0.0,24649.71,24649.71,17254.71,7395.0,30.0,ORD-202304-638169
229,608,4,4,33,699.99,0,0.0,23099.67,23099.67,16169.67,6930.0,30.0,ORD-202408-744986
230,45,10,4,11,3299.99,0,0.0,36299.89,36299.89,23594.89,12705.0,35.0,ORD-202302-163780
231,491,13,4,11,3299.99,0,0.0,36299.89,36299.89,23594.89,12705.0,35.0,ORD-202405-614084
232,730,15,1,11,429.99,5,236.49,4729.89,4493.4,3310.89,1182.51,26.32,ORD-202412-737846
233,152,3,2,18,849.99,10,1529.98,15299.82,13769.84,10709.82,3060.02,22.22,ORD-202306-763829
234,600,11,4,10,2299.99,10,2299.99,22999.9,20699.91,14949.9,5750.01,27.78,ORD-202408-409222
235,465,14,1,12,1299.99,0,0.0,15599.88,15599.88,10139.88,5460.0,35.0,ORD-202404-994217
236,671,7,4,29,1319.99,0,0.0,38279.71,38279.71,26795.71,11484.0,30.0,ORD-202411-533914
237,348,15,4,54,429.99,20,4643.89,23219.46,18575.57,16253.46,2322.11,12.5,ORD-202312-199704
238,321,14,3,9,1299.99,5,585.0,11699.91,11114.91,7604.91,3510.0,31.58,ORD-202311-260053
239,704,16,1,12,229.99,25,689.97,2759.88,2069.91,1931.88,138.03,6.67,ORD-202412-189511
240,96,14,1,12,1299.99,0,0.0,15599.88,15599.88,10139.88,5460.0,35.0,ORD-202304-951201
241,134,2,5,36,1199.99,10,4319.96,43199.64,38879.68,30239.64,8640.04,22.22,ORD-202305-445658
242,687,4,4,46,699.99,25,8049.89,32199.54,24149.65,22539.54,1610.11,6.67,ORD-202411-797660
243,434,2,3,39,1199.99,0,0.0,46799.61,46799.61,32759.61,14040.0,30.0,ORD-202403-468727
244,107,7,2,22,1319.99,5,1451.99,29039.78,27587.79,20327.78,7260.01,26.32,ORD-202304-335137
245,111,12,5,6,649.99,0,0.0,3899.94,3899.94,2534.94,1365.0,35.0,ORD-202304-899649
246,286,8,4,36,899.99,10,3239.96,32399.64,29159.68,22679.64,6480.04,22.22,ORD-202310-743378
247,692,1,5,35,1299.99,0,0.0,45499.65,45499.65,31499.65,14000.0,30.77,ORD-202411-289179
248,280,10,3,12,3299.99,0,0.0,39599.88,39599.88,25739.88,13860.0,35.0,ORD-202310-290217
249,147,13,1,3,3299.99,0,0.0,9899.97,9899.97,6434.97,3465.0,35.0,ORD-202305-196214
250,544,7,4,14,1319.99,5,923.99,18479.86,17555.87,12935.86,4620.01,26.32,ORD-202406-457455
251,162,12,3,12,649.99,0,0.0,7799.88,7799.88,5069.88,2730.0,35.0,ORD-202306-914571
252,582,3,1,10,849.99,0,0.0,8499.9,8499.9,5949.9,2550.0,30.0,ORD-202408-891083
253,633,2,1,18,1199.99,5,1079.99,21599.82,20519.83,15119.82,5400.01,26.32,ORD-202409-794093
